ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0019752	carboxylic acid metabolic process	95/748	297/4114	1.6492802909563e-09	1.76586734600666e-07	1.60976940195336e-07	NDUFAB1/PSMB1/LYPLA2/ELOVL1/IDH3G/HSD17B10/SDHA/GSTP1/PSMC5/FH/PSME1/PHGDH/COMT/AAAS/PTGS1/ACOT7/PSMD8/TECR/GCAT/SLC25A17/PSMB5/PSME2/GSS/PSMA7/IDH3B/PSMD7/ECH1/OAZ1/ETFB/BCAT2/AIMP2/PTGR1/GAPDH/TPI1/HARS2/PCCB/HYAL1/PSMD14/PARK7/SDHB/ACOT2/ACAT2/PDZD11/PEPD/PSMB2/PNKD/ECHS1/MPST/PSMA1/ASS1/NR1H2/PDHA1/CARS2/PSMB7/GRHPR/HADHB/PSMB6/MPC2/PYCR2/FARS2/MDH2/PTGES2/GSTO1/SEC13/HPD/CBR1/PSMD4/PSMB4/PSMC2/JMJD8/ALDH7A1/PSMC3/PCBD1/PDHB/GSTM4/BTD/HARS1/KYAT1/PGAM1/CTPS1/BSG/TYMS/SEPHS2/OAZ2/PPA1/NQO1/SHMT2/PYCR1/PSMD13/UROS/ECI2/PSMB8/EIF6/BCKDHA/PSMB3	95
GO:0009141	nucleoside triphosphate metabolic process	28/748	50/4114	1.79742562323567e-09	1.86033552004892e-07	1.69588684241429e-07	NME4/NUDT1/AK1/ATP5F1B/DGUOK/ATP5PB/ITPA/DUT/RAN/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/DTYMK/CTPS1/TYMS/IMPDH2/CYC1/DCTPP1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	28
GO:0034655	nucleobase-containing compound catabolic process	86/748	261/4114	2.11544370654646e-09	2.11885571252476e-07	1.93155454224226e-07	PSMB1/RNH1/MRTO4/RPL18/NTHL1/EXOSC7/RPS5/BAX/PSMC5/RPLP0/PSME1/ACOT7/PSMD8/RPL3/PSMB5/PSME2/PSMA7/PSMD7/RNASEH2A/RPS16/RPL18A/DDX49/NUDT1/RPL28/RPL19/RPS13/DNPH1/RPL24/PSMD14/RPS15/EXOSC8/RPL5/TRIR/SMUG1/ITPA/PSMB2/DUT/PSMA1/LSM7/LSM4/RPL27/GRSF1/PSMB7/RPL35/RPS6/RPLP1/WDR61/RPS2/EIF4A3/NT5C3B/PSMB6/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/CARHSP1/PSMD4/PSMB4/RPL8/PSMC2/RPL29/RPS14/NUDT5/METTL3/PSMC3/POLR2G/RPSA/FEN1/EXOSC1/RPS21/RPL15/APOBEC3B/DCTPP1/RPL35A/PSMD13/RPS26/RPL37A/RPL12/RPL10A/PNP/PSMB8/DXO/UBA52/PSMB3	86
GO:0006521	regulation of cellular amino acid metabolic process	25/748	42/4114	2.38698108246093e-09	2.31611758157537e-07	2.11137899037416e-07	PSMB1/PSMC5/PSME1/COMT/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/OAZ1/PSMD14/PARK7/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/OAZ2/NQO1/PSMD13/PSMB8/PSMB3	25
GO:0042775	mitochondrial ATP synthesis coupled electron transport	35/748	72/4114	2.73636397932271e-09	2.5387198563396e-07	2.3143038202211e-07	NDUFAB1/UQCRC1/BID/NDUFB4/SDHA/COQ9/NDUFB7/NDUFC1/NDUFS8/NDUFS7/PARK7/NDUFA8/COX6B1/COX4I1/NDUFA2/CCNB1/ISCU/NDUFA9/NDUFB10/NDUFB11/PINK1/NDUFS2/NDUFB8/NDUFV1/SDHAF2/NDUFS5/UQCRFS1/COX8A/NDUFV2/COX5A/CYC1/UQCR10/NDUFA12/UQCC3/NDUFS3	35
GO:0033238	regulation of cellular amine metabolic process	26/748	45/4114	2.77991868327041e-09	2.5387198563396e-07	2.3143038202211e-07	PSMB1/PSMC5/PSME1/COMT/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/OAZ1/PSMD14/PARK7/PSMB2/PNKD/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/OAZ2/NQO1/PSMD13/PSMB8/PSMB3	26
GO:0016032	viral process	108/748	357/4114	4.0636322885956e-09	3.60502235888267e-07	3.28634803730333e-07	SLC25A5/PSMB1/BAK1/AP2S1/RPL18/FBLN1/RPS5/PPIE/BAX/RPLP0/AAAS/POLR2E/SMARCB1/LGALS1/EIF3L/RPL3/RBX1/PSMB5/NELFCD/PSMA7/POLR2C/ELOB/RPS16/NOP53/RPL18A/FKBP8/AP1S1/RPL28/RPL19/C1QBP/RPS13/KRT18/SKP1/BNIP1/HYAL1/RPL24/CENPA/RPS15/VAMP8/RPL5/PSMB2/CHMP2A/EIF3G/CHMP1A/RPL27/RAN/PCNA/PSMB7/RPL35/RPS6/RPLP1/GTF2A2/RPS2/PSMB6/RPS11/RPL13A/RPS8/SNAPIN/RPL10/GSN/RPL7A/RPS3/SLC25A4/RRAGA/SEC13/PSMB4/FDPS/RPL8/EIF4A1/RPL29/POLR2H/RPS14/PSMC3/PHB/POLR2G/RPSA/COPS6/SLC25A6/KRT8/RPS21/PPIH/PPP1CA/CFL1/RPL15/BANF1/CD151/POLR2L/TUFM/GADD45GIP1/APOBEC3B/RPL35A/ALYREF/P4HB/SLC52A2/MCRS1/PPIA/RPS26/RPL37A/RPL12/RPL10A/PSMB8/NELFE/HLA-C/RACK1/PHB2/UBA52/IKBKG/PSMB3	108
GO:0034622	cellular protein-containing complex assembly	115/748	388/4114	4.4921029202716e-09	3.8312661851239e-07	3.49259251522948e-07	NDUFAB1/AP2S1/MRTO4/NDUFB4/RPS5/EIF3I/PSMC5/RPLP0/NDUFB7/SMARCB1/EIF3L/SNU13/CENPM/RPL3/SAMM50/RBX1/RAB5IF/STUB1/PIH1D1/NOP53/NAPA/PFN1/NDUFC1/NDUFS8/ARPC3/TIMMDC1/RPL24/CENPA/RPS15/NDUFS7/RPA2/VAMP8/NDUFA8/RPL5/CLTA/SNRPC/MRPS7/SNRPD2/SNRPB/ARPC1B/LSM4/ADRM1/CHMP2A/EIF3G/NDUFA2/ARFIP2/TACO1/CCDC115/ARPC5L/NDUFA9/GTF2A2/NOL3/NDUFB10/TXNL4A/RPL13A/HAX1/SNAP47/SNRPG/HIGD2A/ABT1/NDUFB11/RPL10/GSN/SURF1/RPS3/OXA1L/NDUFAF6/PSMG3/PINK1/NDUFS2/PSMD4/PSMC2/RPS14/VDAC2/PSMC3/NDUFB8/CCT2/MCM7/NDUFV1/MLST8/SDHAF2/RPSA/COA6/NDUFS5/CENPX/TBCA/CORO1B/MRPL11/UBE2C/CLTB/SWI5/NDUFAF3/NDUFV2/EIF3K/COA4/MRPS11/COA3/UQCR10/NDUFA12/SMYD3/PSMD13/H2BC12/RPL12/CENPW/PFDN6/CSNK2B/UQCC3/ARL2/NDUFS3/GTF2H4/UBA52/EIF6/MRPL20/TWF2/BOP1	115
GO:0042254	ribosome biogenesis	54/748	139/4114	4.56543796617018e-09	3.8312661851239e-07	3.49259251522948e-07	TSR3/UTP18/MRTO4/EXOSC7/MRPL22/RPS5/RPLP0/SNU13/RPL3/PIH1D1/POP4/RPS16/NOP53/DDX49/C1QBP/RPL24/RPS15/EXOSC8/MRPS2/RPL5/MRM2/RRP36/MRPS7/NGDN/NSUN5/RPL27/RAN/RPL35/RPS6/RPS2/EIF4A3/RPS8/ABT1/RPL10/RPL7A/SENP3/RPS14/RPSA/EXOSC1/RPS21/MRM3/POP7/TRMT112/ZNF622/MRPL11/MRPS11/NOP10/RPL35A/RPL12/RPL10A/EIF6/MRPL20/MPV17L2/BOP1	54
GO:0043624	cellular protein complex disassembly	45/748	107/4114	5.1209918920778e-09	4.18438942760567e-07	3.81450060880809e-07	MRPL43/MRPS24/MRPS34/MRPL22/MRPS18A/MRPL4/NAPA/MRPL27/MRPL18/MRPL37/MRPS15/MRPS2/MRPS7/MRPS26/KIF2C/MRPL24/MRPL9/GSN/MRRF/OXA1L/APEH/MRPL16/MRPL58/CFL1/TRMT112/MRPL57/MRPL11/AURKAIP1/GADD45GIP1/MRPL14/MRPS11/MRPL41/MRPS16/MRPL40/MRPL21/MRPL53/MRPL23/MRPS17/PDXP/MRPL20/TWF2/MRPL46/MRPL12/MRPS21/MRPL45	45
GO:1901293	nucleoside phosphate biosynthetic process	40/748	90/4114	5.4935078899506e-09	4.37367743546067e-07	3.98705606371853e-07	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/DGUOK/ATP5PB/DUT/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/FLAD1/NAXE/STOML2/NNMT/ATP5MG/TK1/PDHB/DTYMK/CTPS1/TYMS/IMPDH2/CYC1/PNP/APRT/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/NME2	40
GO:0044403	symbiotic process	110/748	368/4114	6.10149238609692e-09	4.73628346470774e-07	4.31760869110911e-07	SLC25A5/PSMB1/BAK1/AP2S1/RPL18/FBLN1/RPS5/PPIE/BAX/RPLP0/AAAS/POLR2E/SMARCB1/LGALS1/EIF3L/RPL3/RBX1/PSMB5/NELFCD/PSMA7/POLR2C/ELOB/RPS16/NOP53/RPL18A/FKBP8/AP1S1/RPL28/RPL19/C1QBP/RPS13/KRT18/GAPDH/SKP1/BNIP1/HYAL1/RPL24/CENPA/RPS15/VAMP8/RPL5/PSMB2/CHMP2A/EIF3G/CHMP1A/RPL27/RAN/PCNA/PSMB7/RPL35/RPS6/RPLP1/GTF2A2/RPS2/PSMB6/RPS11/RPL13A/RPS8/SNAPIN/RPL10/GSN/RPL7A/RPS3/SLC25A4/RRAGA/SEC13/PSMB4/FDPS/RPL8/EIF4A1/RPL29/THOC7/POLR2H/RPS14/PSMC3/PHB/POLR2G/RPSA/COPS6/SLC25A6/KRT8/RPS21/PPIH/PPP1CA/CFL1/RPL15/BANF1/CD151/POLR2L/TUFM/GADD45GIP1/APOBEC3B/RPL35A/ALYREF/P4HB/SLC52A2/MCRS1/PPIA/RPS26/RPL37A/RPL12/RPL10A/PSMB8/NELFE/HLA-C/RACK1/PHB2/UBA52/IKBKG/PSMB3	110
GO:0022613	ribonucleoprotein complex biogenesis	66/748	186/4114	6.77886542755853e-09	5.13375052501688e-07	4.67994072778046e-07	TSR3/UTP18/MRTO4/EXOSC7/MRPL22/RPS5/EIF3I/RPLP0/EIF3L/SNU13/RPL3/PIH1D1/POP4/RPS16/NOP53/DDX49/C1QBP/RPL24/RPS15/EXOSC8/MRPS2/RPL5/MRM2/RRP36/SNRPC/MRPS7/SNRPD2/SNRPB/NGDN/NSUN5/LSM4/EIF3G/RPL27/RAN/RPL35/RPS6/NOL3/RPS2/EIF4A3/TXNL4A/RPL13A/RPS8/SNRPG/ABT1/RPL10/RPL7A/SENP3/RPS14/RPSA/EXOSC1/RPS21/MRM3/POP7/TRMT112/ZNF622/MRPL11/EIF3K/MRPS11/NOP10/RPL35A/RPL12/RPL10A/EIF6/MRPL20/MPV17L2/BOP1	66
GO:0009165	nucleotide biosynthetic process	39/748	88/4114	9.46833515307575e-09	6.99980491673815e-07	6.38104090892749e-07	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/ATP5F1B/DGUOK/ATP5PB/DUT/PDHA1/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/FLAD1/NAXE/STOML2/NNMT/ATP5MG/PDHB/DTYMK/CTPS1/TYMS/IMPDH2/CYC1/PNP/APRT/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/NME2	39
GO:0006082	organic acid metabolic process	98/748	319/4114	9.85617008689335e-09	7.11707165576834e-07	6.48794158229039e-07	NDUFAB1/PSMB1/LYPLA2/ELOVL1/IDH3G/HSD17B10/SDHA/GSTP1/PSMC5/FH/PSME1/PHGDH/COMT/AAAS/PTGS1/ACOT7/PSMD8/TECR/GCAT/SLC25A17/PSMB5/PSME2/GSS/PSMA7/IDH3B/PSMD7/ECH1/OAZ1/ETFB/BCAT2/AIMP2/PTGR1/GAPDH/TPI1/HARS2/PCCB/HYAL1/PSMD14/PARK7/SDHB/ACOT2/ACAT2/PDZD11/CHPF/PEPD/PSMB2/PNKD/ECHS1/MPST/PSMA1/ASS1/NR1H2/PDHA1/CARS2/PSMB7/GRHPR/HADHB/PSMB6/MPC2/PYCR2/FARS2/MDH2/PTGES2/GSTO1/SEC13/SLC35B2/HPD/CBR1/PSMD4/PSMB4/PSMC2/JMJD8/ALDH7A1/PSMC3/PCBD1/PDHB/GSTM4/BTD/HARS1/KYAT1/PGAM1/CTPS1/BSG/TYMS/SEPHS2/OAZ2/PPA1/NQO1/SHMT2/PYCR1/PSMD13/UROS/ECI2/PNP/PSMB8/EIF6/BCKDHA/PSMB3	98
GO:0043436	oxoacid metabolic process	97/748	316/4114	1.24227003444062e-08	8.7664737657685e-07	7.99154096318383e-07	NDUFAB1/PSMB1/LYPLA2/ELOVL1/IDH3G/HSD17B10/SDHA/GSTP1/PSMC5/FH/PSME1/PHGDH/COMT/AAAS/PTGS1/ACOT7/PSMD8/TECR/GCAT/SLC25A17/PSMB5/PSME2/GSS/PSMA7/IDH3B/PSMD7/ECH1/OAZ1/ETFB/BCAT2/AIMP2/PTGR1/GAPDH/TPI1/HARS2/PCCB/HYAL1/PSMD14/PARK7/SDHB/ACOT2/ACAT2/PDZD11/CHPF/PEPD/PSMB2/PNKD/ECHS1/MPST/PSMA1/ASS1/NR1H2/PDHA1/CARS2/PSMB7/GRHPR/HADHB/PSMB6/MPC2/PYCR2/FARS2/MDH2/PTGES2/GSTO1/SEC13/SLC35B2/HPD/CBR1/PSMD4/PSMB4/PSMC2/JMJD8/ALDH7A1/PSMC3/PCBD1/PDHB/GSTM4/BTD/HARS1/KYAT1/PGAM1/CTPS1/BSG/TYMS/SEPHS2/OAZ2/PPA1/NQO1/SHMT2/PYCR1/PSMD13/UROS/ECI2/PSMB8/EIF6/BCKDHA/PSMB3	97
GO:0006401	RNA catabolic process	74/748	221/4114	1.44337861371674e-08	9.9593124346455e-07	9.07893588838435e-07	PSMB1/RNH1/MRTO4/RPL18/EXOSC7/RPS5/PSMC5/RPLP0/PSME1/PSMD8/RPL3/PSMB5/PSME2/PSMA7/PSMD7/RNASEH2A/RPS16/RPL18A/DDX49/RPL28/RPL19/RPS13/RPL24/PSMD14/RPS15/EXOSC8/RPL5/TRIR/PSMB2/PSMA1/LSM7/LSM4/RPL27/GRSF1/PSMB7/RPL35/RPS6/RPLP1/WDR61/RPS2/EIF4A3/NT5C3B/PSMB6/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/CARHSP1/PSMD4/PSMB4/RPL8/PSMC2/RPL29/RPS14/METTL3/PSMC3/POLR2G/RPSA/FEN1/EXOSC1/RPS21/RPL15/RPL35A/PSMD13/RPS26/RPL37A/RPL12/RPL10A/PSMB8/DXO/UBA52/PSMB3	74
GO:0007007	inner mitochondrial membrane organization	22/748	37/4114	2.30516587376842e-08	1.55598696479368e-06	1.41844188433942e-06	TIMM13/SAMM50/ATP5F1B/ATP5PB/IMMT/ATP5MC2/TIMM29/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/MAIP1/ATP5MG/MTX1/MICOS10/MICOS13/TIMM22/APOO/UQCC3/ATP5MF/ATP5PO	22
GO:0007006	mitochondrial membrane organization	31/748	64/4114	2.51893944371418e-08	1.66410786653884e-06	1.51700518793896e-06	SLC25A5/BID/BAK1/BAX/TIMM13/SAMM50/TIMM50/ATP5F1B/ATP5PB/IMMT/ATP5MC2/RHOT2/TIMM29/ATP5F1A/ATP5MC3/ATP5PF/OXA1L/PINK1/ATP5MC1/MAIP1/ATP5MG/MTX1/MICOS10/MICOS13/SFN/TIMM22/APOO/UQCC3/ATP5MF/ATP5PO/RCC1L	31
GO:0042180	cellular ketone metabolic process	37/748	86/4114	6.00178469253681e-08	3.88240447298475e-06	3.53921031540164e-06	PSMB1/AIFM2/AKR7A2/AKR1B1/PSMC5/COQ9/PSME1/COMT/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/OAZ1/TPI1/PSMD14/PARK7/PSMB2/PNKD/PSMA1/NR1H2/PSMB7/NDUFA9/PSMB6/DHRS4/PSMD4/PSMB4/PSMC2/FDXR/PSMC3/KYAT1/OAZ2/NQO1/PSMD13/PSMB8/EIF6/PSMB3	37
GO:0006613	cotranslational protein targeting to membrane	36/748	83/4114	7.06260324561242e-08	4.38587661552531e-06	3.99817686893722e-06	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/RPL10A/UBA52	36
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	36/748	83/4114	7.06260324561242e-08	4.38587661552531e-06	3.99817686893722e-06	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/RPL10A/UBA52	36
GO:0009142	nucleoside triphosphate biosynthetic process	22/748	39/4114	8.6699255665309e-08	5.27845468315264e-06	4.81185342588268e-06	NME4/AK1/ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/DTYMK/CTPS1/TYMS/IMPDH2/CYC1/UQCC3/NME1/ATP5MF/ATP5PO/NME2	22
GO:0006753	nucleoside phosphate metabolic process	60/748	173/4114	8.94492926277939e-08	5.34115487710192e-06	4.86901109061008e-06	NTHL1/ELOVL1/COASY/REXO2/AAAS/ACOT7/TECR/NME4/NUDT1/AK1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/PARK7/ATP5PB/ACOT2/SMUG1/ITPA/DUT/PDHA1/RAN/ATP5MC2/NT5C3B/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/FLAD1/JMJD8/PMVK/NAXE/STOML2/NUDT5/NNMT/ATP5MG/TK1/PDHB/DTYMK/PGAM1/CTPS1/TYMS/IMPDH2/CYC1/DCTPP1/PNP/APRT/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	60
GO:0042255	ribosome assembly	23/748	42/4114	9.26100077915195e-08	5.42554856967298e-06	4.94594460678045e-06	MRTO4/MRPL22/RPS5/RPLP0/RPL3/NOP53/C1QBP/RPL24/RPS15/MRPS2/RPL5/MRPS7/ABT1/RPL10/RPS14/RPSA/MRPL11/MRPS11/RPL12/EIF6/MRPL20/MPV17L2/BOP1	23
GO:0032984	protein-containing complex disassembly	53/748	146/4114	9.53834858258384e-08	5.48455043498571e-06	4.99973086521792e-06	GABARAPL2/MRPL43/MRPS24/MRPS34/MRPL22/MRPS18A/SMARCB1/MRPL4/NAPA/DVL1/MRPL27/MRPL18/MRPL37/MRPS15/VAMP8/MRPS2/MRPS7/MRPS26/CHMP2A/CHMP1A/KIF2C/MRPL24/MRPL9/SNAPIN/GSN/MRRF/OXA1L/APEH/MRPL16/MRPL58/PPP1CA/CFL1/TRMT112/MRPL57/MRPL11/AURKAIP1/GADD45GIP1/MRPL14/MRPS11/MRPL41/MRPS16/MRPL40/MRPL21/MRPL53/MRPL23/MRPS17/PDXP/MRPL20/TWF2/MRPL46/MRPL12/MRPS21/MRPL45	53
GO:0033108	mitochondrial respiratory chain complex assembly	30/748	64/4114	1.08548448942561e-07	6.12805334484823e-06	5.58634984127363e-06	NDUFAB1/NDUFB4/NDUFB7/SAMM50/NDUFC1/NDUFS8/TIMMDC1/NDUFS7/NDUFA8/NDUFA2/TACO1/NDUFA9/NDUFB10/NDUFB11/SURF1/OXA1L/NDUFAF6/NDUFS2/NDUFB8/NDUFV1/SDHAF2/NDUFS5/NDUFAF3/NDUFV2/COA4/COA3/UQCR10/NDUFA12/UQCC3/NDUFS3	30
GO:0019080	viral gene expression	48/748	128/4114	1.24906348845432e-07	6.92561094937616e-06	6.31340548957454e-06	RPL18/RPS5/RPLP0/AAAS/POLR2E/SMARCB1/EIF3L/RPL3/NELFCD/POLR2C/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/EIF3G/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/SEC13/RPL8/RPL29/POLR2H/RPS14/PSMC3/POLR2G/RPSA/RPS21/RPL15/POLR2L/RPL35A/RPS26/RPL37A/RPL12/RPL10A/NELFE/UBA52	48
GO:0009117	nucleotide metabolic process	59/748	171/4114	1.4204802755259e-07	7.73787939562794e-06	7.05387158058938e-06	NTHL1/ELOVL1/COASY/REXO2/AAAS/ACOT7/TECR/NME4/NUDT1/AK1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/PARK7/ATP5PB/ACOT2/SMUG1/ITPA/DUT/PDHA1/RAN/ATP5MC2/NT5C3B/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/FLAD1/JMJD8/PMVK/NAXE/STOML2/NUDT5/NNMT/ATP5MG/PDHB/DTYMK/PGAM1/CTPS1/TYMS/IMPDH2/CYC1/DCTPP1/PNP/APRT/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	59
GO:0031145	anaphase-promoting complex-dependent catabolic process	26/748	52/4114	1.53801833465653e-07	8.23370160191127e-06	7.50586443174486e-06	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/CDC20/PSMB2/PSMA1/CCNB1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PTTG1/PSMC3/UBE2C/CDC26/PSMD13/PSMB8/UBA52/PSMB3	26
GO:0006402	mRNA catabolic process	69/748	212/4114	1.6428027025503e-07	8.64559727359099e-06	7.88134962918422e-06	PSMB1/RNH1/MRTO4/RPL18/EXOSC7/RPS5/PSMC5/RPLP0/PSME1/PSMD8/RPL3/PSMB5/PSME2/PSMA7/PSMD7/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/PSMD14/RPS15/EXOSC8/RPL5/PSMB2/PSMA1/LSM7/LSM4/RPL27/PSMB7/RPL35/RPS6/RPLP1/WDR61/RPS2/EIF4A3/NT5C3B/PSMB6/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/CARHSP1/PSMD4/PSMB4/RPL8/PSMC2/RPL29/RPS14/METTL3/PSMC3/POLR2G/RPSA/EXOSC1/RPS21/RPL15/RPL35A/PSMD13/RPS26/RPL37A/RPL12/RPL10A/PSMB8/DXO/UBA52/PSMB3	69
GO:0045047	protein targeting to ER	37/748	89/4114	1.76217043528956e-07	9.11923200262345e-06	8.31311631665547e-06	RPL18/RPS5/RPLP0/RPL3/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/RPL8/RPL29/RPS14/RPSA/RPS21/RPL15/RPL35A/RPS26/RPL37A/RPL12/GET3/RPL10A/UBA52	37
GO:0016071	mRNA metabolic process	105/748	369/4114	2.46304034559794e-07	1.25372791361994e-05	1.14290172378134e-05	PAF1/PSMB1/RNH1/MRTO4/RPL18/EXOSC7/RPS5/PPIE/PSMC5/RPLP0/PSME1/PSMD8/POLR2E/SNU13/RPL3/PSMB5/PSME2/PSMA7/POLR2C/PSMD7/RPS16/RPL18A/BUD31/RPL28/RPL19/C1QBP/RPS13/RPL24/PSMD14/RPS15/SRSF7/PRDX6/EXOSC8/RPL5/DDX39A/SNRPC/SNRPD2/SNRPB/RALY/PSMB2/RBM42/SNRPN/PSMA1/LSM7/LSM4/RPL27/LGALS3/GRSF1/CCNB1/PSMB7/RPL35/RPS6/PPIL1/RPLP1/WDR61/NOL3/RPS2/EIF4A3/NT5C3B/TXNL4A/PSMB6/RPS11/RPL13A/RPS8/SNRPG/RPL10/RPL7A/RPS3/CARHSP1/PSMD4/PSMB4/SSU72/RPL8/PSMC2/SNRNP25/RPL29/THOC7/POLR2H/RPS14/METTL3/PSMC3/TRUB2/POLR2G/RPSA/TSEN34/EXOSC1/RPS21/PPIH/RPL15/AURKAIP1/POLR2L/ARL6IP4/RPL35A/ALYREF/PSMD13/RPS26/RPL37A/RPL12/RPL10A/PSMB8/DXO/NELFE/GTF2H4/UBA52/PSMB3	105
GO:0019083	viral transcription	46/748	123/4114	2.53244654665605e-07	1.26826556893017e-05	1.15615428929679e-05	RPL18/RPS5/RPLP0/AAAS/POLR2E/SMARCB1/RPL3/NELFCD/POLR2C/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/RPS15/RPL5/RPL27/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/SEC13/RPL8/RPL29/POLR2H/RPS14/PSMC3/POLR2G/RPSA/RPS21/RPL15/POLR2L/RPL35A/RPS26/RPL37A/RPL12/RPL10A/NELFE/UBA52	46
GO:0055086	nucleobase-containing small molecule metabolic process	65/748	198/4114	2.69236234131113e-07	1.30710586298279e-05	1.19156120537697e-05	NTHL1/ELOVL1/COASY/REXO2/AAAS/NANS/ACOT7/TECR/ERH/NME4/GFUS/NUDT1/AK1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/PARK7/ATP5PB/ACOT2/SMUG1/ITPA/DUT/PDHA1/RAN/ATP5MC2/NT5C3B/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/FLAD1/JMJD8/PMVK/NAXE/STOML2/NUDT5/NNMT/ATP5MG/TK1/PDHB/DTYMK/PGAM1/CTPS1/TYMS/IMPDH2/CYC1/APOBEC3B/DCTPP1/SHMT2/PNP/APRT/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	65
GO:0006413	translational initiation	47/748	127/4114	2.69419565961026e-07	1.30710586298279e-05	1.19156120537697e-05	RPL18/RPS5/EIF3I/RPLP0/EIF3L/RPL3/RPS16/RPL18A/RPL28/RPL19/RPS13/RPL24/RPS15/EIF2B2/RPL5/EIF3G/RPL27/EIF4E2/RPL35/RPS6/RPLP1/RPS2/RPS11/RPL13A/RPS8/RPL10/RPL7A/RPS3/CDC123/RPL8/EIF4A1/RPL29/RPS14/METTL3/POLR2G/RPSA/RPS21/PPP1CA/RPL15/EIF3K/RPL35A/RPS26/RPL37A/RPL12/RPL10A/UBA52/EIF6	47
