ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006402	mRNA catabolic process	46/512	212/4114	7.29266427163908e-05	0.00462660189140265	0.00460946368405682	PSMA4/RPL6/PSMC6/PSMA3/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/RPL21/EXOSC9/RPL23/PCID2/RPS15A/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/LSM6/FASTK/RPL27A/RPL13/LSM3/RPS7/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/RPS29/RPS28/RPL36A/RBM8A	46
GO:0042254	ribosome biogenesis	33/512	139/4114	0.000133038478224457	0.00824838564991632	0.00821783135826669	WDR18/RPL6/PIN4/PAK1IP1/RRP9/RPF1/EXOSC9/RPP40/WDR74/RSL24D1/RPS24/METTL5/WDR12/RPL11/EIF2A/RPL7/RPL26/LSM6/DCAF13/METTL17/POP5/MRPL1/RPS7/RBIS/RPS27/UTP11/TBL3/RPL14/C1D/RPF2/RPL23A/RPS28/GTF2H5	33
GO:0006364	rRNA processing	26/512	100/4114	0.000144829719962659	0.00877989946795851	0.00874737630277391	WDR18/PIN4/RRP9/RPF1/EXOSC9/RPP40/WDR74/RPS24/METTL5/WDR12/RPL11/RPL7/RPL26/LSM6/DCAF13/POP5/MRPL1/RPS7/RPS27/UTP11/TBL3/RPL14/C1D/RPF2/RPS28/GTF2H5	26
GO:0015980	energy derivation by oxidation of organic compounds	31/512	129/4114	0.000167559935556772	0.00993703269997552	0.00990022319468159	MDH1/ACADVL/COX6A1/COX7A2L/NDUFB3/CISD1/NDUFA1/COX7C/UQCR11/COX7B/SELENOS/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFAF2/NDUFS4/COX6C/NDUFB6/UGP2/CYCS/UQCRH/NDUFB1/IMMP2L/NDUFA6/NDUFA13/NDUFA4/SDHD/TREX1/NDUFA7/SCO2	31
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	8/512	16/4114	0.000281426552166557	0.0159944090481326	0.0159351613529397	COX6A1/COX7A2L/COX7C/COX7B/COX5B/COX6C/CYCS/NDUFA4	8
GO:0019646	aerobic electron transport chain	8/512	16/4114	0.000281426552166557	0.0159944090481326	0.0159351613529397	COX6A1/COX7A2L/COX7C/COX7B/COX5B/COX6C/CYCS/NDUFA4	8
GO:0016072	rRNA metabolic process	26/512	104/4114	0.000287434759198664	0.0160024902672236	0.0159432126369699	WDR18/PIN4/RRP9/RPF1/EXOSC9/RPP40/WDR74/RPS24/METTL5/WDR12/RPL11/RPL7/RPL26/LSM6/DCAF13/POP5/MRPL1/RPS7/RPS27/UTP11/TBL3/RPL14/C1D/RPF2/RPS28/GTF2H5	26
GO:0002181	cytoplasmic translation	18/512	63/4114	0.000444976055745209	0.0242778936014586	0.0241879615986133	EIF2B3/RPL6/RWDD1/RPL22/DPH5/EIF2S2/RPL11/EIF3H/EIF3M/RPL30/RPL26/RPL22L1/RPL9/RPS23/RPL39/RPS29/RPS28/RPL36A	18
GO:0006399	tRNA metabolic process	18/512	64/4114	0.000549177529945755	0.0293756137586671	0.0292667983966964	GATB/TRMT11/DDX1/RTRAF/RARS1/EXOSC9/RPP40/EEF1E1/PPA2/DUS3L/TRPT1/LSM6/POP5/TRMT10C/ZBTB8OS/DALRD3/QTRT1/RPP21	18
GO:0006091	generation of precursor metabolites and energy	43/512	216/4114	0.000903711221267719	0.0474100809926603	0.0472344609982439	MDH1/ACADVL/NUP37/ANTKMT/GALK1/ENO3/COX6A1/COX7A2/COX7A2L/NDUFB3/CISD1/ATP5F1E/NDUFA1/COX7C/UQCR11/ATP5IF1/COX7B/SELENOS/COX5B/NDUFB5/COX17/NDUFS6/NDUFB9/ATPSCKMT/NDUFAF2/NDUFS4/COX6C/NDUFB6/ATP5F1C/ATP5ME/UGP2/CYCS/GLRX/UQCRH/NDUFB1/IMMP2L/NDUFA6/NDUFA13/NDUFA4/SDHD/TREX1/NDUFA7/SCO2	43
GO:0000375	RNA splicing, via transesterification reactions	27/512	118/4114	0.000993810036922107	0.0492929778313365	0.0491103830685719	DDX1/ZMAT5/PHF5A/SRSF5/PQBP1/DDX5/MAGOHB/SF3B6/BCAS2/SYF2/RNF113A/SNRPB2/TXNL4B/GEMIN7/POLR2K/SAP18/SRSF2/MAGOH/LSM6/CD2BP2/LSM3/PLRG1/SNRPE/GTF2F2/PPIL3/SRSF8/RBM8A	27
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	27/512	118/4114	0.000993810036922107	0.0492929778313365	0.0491103830685719	DDX1/ZMAT5/PHF5A/SRSF5/PQBP1/DDX5/MAGOHB/SF3B6/BCAS2/SYF2/RNF113A/SNRPB2/TXNL4B/GEMIN7/POLR2K/SAP18/SRSF2/MAGOH/LSM6/CD2BP2/LSM3/PLRG1/SNRPE/GTF2F2/PPIL3/SRSF8/RBM8A	27
GO:0000398	mRNA splicing, via spliceosome	27/512	118/4114	0.000993810036922107	0.0492929778313365	0.0491103830685719	DDX1/ZMAT5/PHF5A/SRSF5/PQBP1/DDX5/MAGOHB/SF3B6/BCAS2/SYF2/RNF113A/SNRPB2/TXNL4B/GEMIN7/POLR2K/SAP18/SRSF2/MAGOH/LSM6/CD2BP2/LSM3/PLRG1/SNRPE/GTF2F2/PPIL3/SRSF8/RBM8A	27
